Policy:,F-gas substitution,Unit: g CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Bound,Upper Bound,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
-60,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-50,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30,-20,0,63184510.12,126369020.2,189553530.4,215056593.7,320032644.1,1119454123,1859152428,2549068355,3200569356,3821562188,5299778958,6621334622,7818189782,8914489026,9928756599,10707161263,11487339094,12269685864,12732970067,13170102640,13481597799,13751742239,13985371115,14186556893,14358753606,13925972496,13516882688,13130797005,12762357340,12411698178,12022712206,11655101023,11306828882,10976107588,10661360375,10281657207,9931949350,9582241492,9232533635,8882825777,8533117920,8183410062,7833702205,7483994347,7134286490
-20,-10,0,0,0,0,0,0,13042580916,25086349288,36309830489,46894910161,56972116560,61388212275,65424850776,69163337558,72664522127,75974642952,77493578476,79039666319,80610945381,80180813893,79752851242,80769906220,81622294085,82329083431,82906307300,83367544084,81877618442,80445916751,79075704191,77741321265,76449219718,74052513339,71787528289,69641719629,67604067907,65664856573,63325354841,61170698822,59016042802,56861386783,54706730763,52552074744,50397418724,48242762705,46088106685,43933450666
-10,0,0,104233429.4,208466858.9,312700288.3,354771861.7,527947434.7,11174901605,21008972422,30174241897,38819548835,47051291777,71093567119,92558484866,1.11971E+11,1.29726E+11,1.4613E+11,1.78859E+11,2.1155E+11,2.44231E+11,2.70106E+11,2.94627E+11,4.35499E+11,5.62239E+11,6.76528E+11,7.79785E+11,8.73219E+11,9.62024E+11,1.04334E+12,1.11794E+12,1.18612E+12,1.24852E+12,1.33132E+12,1.40602E+12,1.47337E+12,1.534E+12,1.58847E+12,1.6678E+12,1.73566E+12,1.80352E+12,1.87139E+12,1.93925E+12,2.00711E+12,2.07497E+12,2.14283E+12,2.2107E+12,2.27856E+12
0,0,476941296.9,0,0,0,0,680672640.1,0,0,0,0,838997220,0,0,0,0,948068532.6,0,0,0,0,899899352.8,0,0,0,0,707339004.7,0,0,0,0,586066234.5,0,0,0,0,478362417.4,0,0,0,0,3877833815,0,0,0,0,3786722899
0.1,10,40049135818,40453289151,40857442484,41261595817,35453681888,42617224079,47861560208,52903660570,57681931630,62298684708,66793922051,71769389276,76322399551,80543746368,84501341652,88246760198,1.70768E+11,2.53074E+11,3.35253E+11,4.07098E+11,4.75265E+11,5.55987E+11,6.28364E+11,6.93385E+11,7.51889E+11,8.04586E+11,8.52641E+11,8.96416E+11,9.36385E+11,9.72633E+11,1.00557E+12,1.01821E+12,1.02889E+12,1.03775E+12,1.04497E+12,1.05067E+12,1.06247E+12,1.07146E+12,1.08045E+12,1.08944E+12,1.09843E+12,1.10742E+12,1.11641E+12,1.1254E+12,1.13438E+12,1.14337E+12
10,20,2905456003,2324364803,1743273602,1162182401,494454629.9,0,0,0,0,0,0,1554904932,2937206831,4181775199,5315002669,6357177645,8213466219,10066733243,11918758973,13431835623,14866267905,15674167144,16390384662,17025738471,17589354713,18088984110,18715834570,19281627175,19793809787,20251877441,20662497938,21924494531,23061753777,24085478444,25005515783,25830558082,27039092007,28070723126,29102354244,30133985363,31165616481,32197247599,33228878718,34260509836,35292140955,36323772073
20,30,0,756778722.2,1513557444,2270336167,2575793559,3833121362,3907524649,3994162921,4082058235,4174872388,4272227301,3815572127,3417913408,3067681072,2756065988,2476256146,5165993601,7848533581,10526780917,12877968615,15108871114,40180145679,62766344828,83163337563,1.01621E+11,1.18352E+11,1.35832E+11,1.51875E+11,1.66624E+11,1.80148E+11,1.92564E+11,1.98537E+11,2.03834E+11,2.08514E+11,2.1263E+11,2.1623E+11,2.21913E+11,2.26636E+11,2.31358E+11,2.36081E+11,2.40803E+11,2.45526E+11,2.50248E+11,2.54971E+11,2.59693E+11,2.64416E+11
30,40,0,0,0,0,0,0,22764026.32,43784763.09,63373801.73,81848598.53,99436972.58,1693995399,3111742342,4388405610,5551026282,6620390295,7669567782,8718304680,9767460997,10551296109,11293526713,20978957847,29699962011,37571325313,44690027877,51138538460,59311356812,66815131939,73716320007,80047598243,85863304755,86454349743,86917715368,87264397814,87504067729,87645268394,88182082761,88536530035,88890977309,89245424584,89599871858,89954319133,90308766407,90663213681,91017660956,91372108230
40,50,0,0,0,0,0,0,0,0,0,0,0,39647.29302,74893.51761,106627.7836,135523.056,162096.6528,129424.1646,96919.54761,64538.2359,31448.24525,0,0,0,0,0,0,584414305.6,1123502098,1621408687,2081248014,2506260299,2415902545,2330852549,2250608986,2174731453,2102831558,2014774510,1934177352,1853580193,1772983035,1692385877,1611788718,1531191560,1450594401,1369997243,1289400084
50,60,0,0,0,0,0,0,6684938.52,12857938.45,18610502.48,24035855.59,29200899.66,172471413.2,299894875.3,414675110.7,519236732.3,615443299.9,808669470.8,1001561743,1194307663,1352899158,1503260833,1650911196,1782785241,1900751685,2006388049,2101034864,2092923155,2083995671,2074543505,2064076835,2052921472,2050264509,2045964337,2040155579,2032956704,2024472479,2021124800,2015411167,2009697535,2003983902,1998270270,1992556637,1986843004,1981129372,1975415739,1969702107
60,70,0,2363116894,4726233788,7089350682,8043171798,11969303023,45758726882,77016523482,1.06168E+11,1.33692E+11,1.59923E+11,2.0023E+11,2.36373E+11,2.69207E+11,2.99377E+11,3.27375E+11,3.42014E+11,3.56744E+11,3.71568E+11,3.76965E+11,3.82002E+11,3.04759E+11,2.34827E+11,1.71331E+11,1.13535E+11,60810028157,58915552951,57126191214,55438595594,53829745883,52299869955,50678470267,49145653331,47692976203,46313022680,44999253513,43416330782,41957699293,40499067805,39040436316,37581804827,36123173339,34664541850,33205910362,31747278873,30288647385
70,80,13080202691,14440097690,15799992688,17159887686,15758614625,20138308586,15390828856,11101130338,7141204010,3458630721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,90,0,0,0,0,0,0,5792661150,11141715114,16126451183,20827651059,25303286854,24859580583,24514317746,24249674574,24051853665,23910010060,25045415650,26187353939,27335946923,27789483837,28213736358,21419266060,15272197702,9695233690,4623031396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,100,0,16797572.83,33595145.67,50392718.5,57172696.12,85080530.64,89031248.77,93077457.67,97006961.21,100933101.4,104870497,78793602.13,55815254.77,35318036.11,16833352.52,0,0,0,0,0,0,6676166161,12693834199,18131431089,23055225653,27521576258,27730842783,27904951869,28049954584,28161115945,28244453139,28358900572,28438062743,28484945689,28502193446,28492142321,28591637066,28640642994,28689648922,28738654850,28787660778,28836666706,28885672634,28934678562,28983684490,29032690418
100,150,0,0,0,0,0,0,2646175388,5089704292,7366807261,9514386601,11558924850,13383217357,15027473873,16529008338,17915923503,19209713321,20805478948,22404400491,24007344584,24984081038,25906129515,26428797591,26879009675,27265218804,27594541779,27873012596,27234583512,26626501614,26048863496,25492342687,24958318439,24174989146,23434736562,22733458438,22067551362,21433837975,20669215941,19965044690,19260873438,18556702187,17852530936,17148359685,16444188433,15740017182,15035845931,14331674680
150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,300,76818865375,61455092300,46091319225,30727546150,13073143633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,350,0,18256095627,36512191253,54768286880,62136965740,92468020153,90087033818,88320987450,86847896928,85697862942,84819973642,63728803088,45143758940,28565468614,13614930387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,400,0,0,0,0,0,0,0,0,0,0,0,17063975672,32233755831,45892008437,58328373894,69765502988,70626686147,71514436102,72426352013,71553343335,70706651287,67989158342,65482651499,63161520754,61004055872,58991742903,45323191282,32674187651,20957568225,10087963381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12064697816,23193671304,33472496589,42965458107,51739447283,50126048082,48601069409,47156087161,45783701652,44477388153,42902391904,41451468556,40000545208,38549621860,37098698512,35647775163,34196851815,32745928467,31295005119,29844081771
450,500,0,0,0,0,0,0,11396600963,21920440003,31727512506,40976750058,49782208187,48279380092,47040150823,46015328361,45167076105,44465838904,44379054757,44311149213,44259877307,43134001606,42053876318,41737799525,41418966402,41097418784,40773150134,40446124876,39521717070,38641189936,37804697877,36998718083,36225263095,35089406408,34015980946,32999040919,32033363554,31114343603,30005599816,28984466500,27963333184,26942199869,25921066553,24899933237,23878799921,22857666606,21836533290,20815399974
500,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1600,0.041801917,0.050162301,0.058522684,0.066883068,0.064025187,0.084691505,0.105179774,0.124495253,0.142653328,0.159997699,0.176708605,0.172599161,0.169289409,0.166632208,0.164514046,0.162845997,0.162528087,0.162279316,0.162091462,0.157968125,0.154012342,0.146153601,0.138945731,0.132310165,0.126180362,0.120499621,0.115724403,0.111236676,0.107022564,0.10303101,0.099256803,0.095001766,0.091013737,0.087267691,0.083741643,0.080416201,0.076276697,0.072512999,0.068749301,0.064985603,0.061221906,0.057458208,0.05369451,0.049930812,0.046167114,0.042403416
