Policy:,other metals - F-gas inspection maintenance retrofitting,Unit: g CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Bound,Upper Bound,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
-40,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,0,2776230023,2220984019,1665738014,1110492009,292659296.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,10,4513024287,5621017018,6729009749,7837002480,4714731817,6726321301,6389436613,6428597299,6681085124,6924347766,7178406019,7320889865,7461305995,7600282603,7709327693,7820565061,7841050507,7841654020,7831325569,7794895995,7756429476,6893659175,6105594513,5383589123,4720221106,4109089668,4025619388,3945737287,3869617115,3796009722,3725232811,3629104373,3535884450,3445381275,3357418791,3271835080,3176887939,3086243694,2995599449,2904955204,2814310959,2723666714,2633022469,2542378224,2451733979,2361089734
10,20,1563675494,1726205142,1888734790,2051264437,1166847512,1589966787,1542651331,1580365797,1668197410,1752547034,1838646919,1785970886,1741173481,1702920496,1663911740,1630571642,1661230275,1685917020,1706578644,1719938330,1731312332,2508003977,3214071089,3857951550,4446866952,4987027266,4939217065,4890414061,4841448751,4791292296,4740796073,4664136779,4586097421,4506984891,4427054183,4346517296,4269089020,4190181757,4111274494,4032367231,3953459968,3874552705,3795645442,3716738179,3637830916,3558923654
20,30,0,0,0,0,0,0,0,0,0,0,0,122712507,233854056.4,335482137.7,427600012.9,512689728.2,516892853.7,519594605.6,521390462.5,521273620.5,520854046.2,517386984.5,514030620.7,510786970.4,507656564.3,504638844.3,498429421.6,492256640.4,486188652.8,480108859.3,474091468.9,465308556.9,456511880.6,447718658.9,438942679.1,430194919.7,421390667.2,412608564.3,403826461.3,395044358.4,386262255.5,377480152.6,368698049.7,359915946.8,351133843.9,342351741
30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,150,870838844.9,932301693.1,993764541.4,1055227390,588585557.6,788286651.1,557096431,392872253.6,255482347.2,124730989.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,200,0,0,0,0,0,0,188346921.3,354199741.4,518251177.3,674718318.3,826513675.8,839429452.8,852436206.1,865547755,875483470.1,885871466,885149016.6,882385081.5,878584156.7,872041116.8,865447351.3,852736704.3,840835941.9,829674074.7,819188325.9,809322998.1,793496423,778315226.7,763820739.1,749772517.8,736238480.5,717764064.6,699806180.9,682333249.2,665315970.1,648727138.7,630460121.5,612963723.7,595467325.9,577970928,560474530.2,542978132.3,525481734.5,507985336.7,490488938.8,472992541
200,250,4032487651,4318476317,4604464982,4890453647,2728401379,3654840338,2582941757,1821526925,1184527464,578307209.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,300,0,0,0,0,0,0,874292807.5,1644169622,2405684541,3131993710,3836616798,3897663580,3959029635,4020797432,4067738555,4116716552,4114327839,4102385131,4085559366,4055922501,4025992614,3967740294,3913176541,3861980492,3813868145,3768587309,2859921541,2037729994,1292533645,615608374.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,350,5884805060,4707844048,3530883036,2353922024,620353102.5,0,2334870798,4390890104,6424578282,8364246613,10246000480,10949059763,11602050633,12214247857,12744997053,13250256611,13720686931,14127270813,14486504908,14770804619,15025877445,15240754226,15430462609,15598429045,15747553198,15880300629,16786519636,17583766459,18286945857,18902421641,19442121355,19279134519,19093645006,18888737508,18667045607,18430824404,18257152167,18054361910,17851571654,17648781397,17445991140,17243200883,17040410626,16837620369,16634830112,16432039855
350,400,0,2278044158,4556088316,6834132474,4802849871,7621046118,5385931103,3798234511,2469967933,1205881928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1600,0.00453631,0.00453631,0.00453631,0.00453631,0.002391,0.003035185,0.002681275,0.002521164,0.002459246,0.002401294,0.002353222,0.002232875,0.002127603,0.00203481,0.001945151,0.001865779,0.001803452,0.001741035,0.001680456,0.001618387,0.001559809,0.001486885,0.001419925,0.001358267,0.001301339,0.001248646,0.001184472,0.001125269,0.001070638,0.001019848,0.000972656,0.000917517,0.000866479,0.00081913,0.000775109,0.000734099,0.000680763,0.000633124,0.000585485,0.000537847,0.000490208,0.000442569,0.00039493,0.000347292,0.000299653,0.000252014
