Policy:,chemicals - F-gas inspection maintenance retrofitting,Unit: g CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Bound,Upper Bound,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
-40,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20,-10,0,742732154,1485464308,2228196462,2527984261,3761974805,3942676538,4127139973,4306064834,4484546597,4663291842,4775115704,4883591939,4989777209,5094414787,5198032046,5317581621,5438941063,5561993771,5546564291,5530570832,5632470008,5719855953,5794419520,5857583926,5910555601,5775499355,5646853148,5524639767,5406883233,5293877822,5127912914,4971069329,4822478367,4681376962,4547092271,4385088620,4235885003,4086681387,3937477771,3788274154,3639070538,3489866921,3340663305,3191459688,3042256072
-10,0,10665180720,9895582251,9125983781,8356385312,6455650811,6905878725,6160193420,5503921790,4905243930,4358488718,3854170757,3164544694,2558963439,2020762518,1537281926,1098753375,1104013830,1109718107,1115819060,1094632163,1074238205,1024745918,979268483.7,937320417.1,898490425.6,862427958.4,827800344.3,795265305.3,764720329,735797590,708457298,673674376.9,641167675.9,610724868.4,582159402.5,555306722,521507662.9,490915074,460322485.1,429729896.3,399137307.4,368544718.5,337952129.6,307359540.7,276766951.9,246174363
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,10,2.91103E+11,3.02261E+11,3.13419E+11,3.24578E+11,2.8568E+11,3.51407E+11,3.42557E+11,3.3603E+11,3.30603E+11,3.26394E+11,3.23211E+11,3.08031E+11,2.95164E+11,2.8417E+11,2.7471E+11,2.66522E+11,2.69949E+11,2.73477E+11,2.77098E+11,2.73885E+11,2.70767E+11,2.60485E+11,2.50999E+11,2.42211E+11,2.34041E+11,2.26419E+11,2.20362E+11,2.1462E+11,2.09186E+11,2.0398E+11,1.99009E+11,1.92886E+11,1.87095E+11,1.81606E+11,1.76391E+11,1.71424E+11,1.65445E+11,1.59933E+11,1.54422E+11,1.4891E+11,1.43399E+11,1.37887E+11,1.32376E+11,1.26864E+11,1.21353E+11,1.15842E+11
10,20,697018981.1,755564675.3,814110369.4,872656063.6,792366189.6,1002623882,1029755270,1059499583,1089090320,1119592251,1150983242,1161927540,1173894473,1186771327,1200458844,1214869863,1279386405,1344213976,1409366450,1438526090,1465886600,1465197373,1463393337,1460597281,1456911499,1452421939,1459250823,1464551216,1468612560,1471162512,1472495254,1464055961,1454986583,1445333753,1435138570,1424437457,1415738531,1406118703,1396498875,1386879046,1377259218,1367639390,1358019562,1348399734,1338779905,1329160077
20,30,2053702076,1785709294,1517716511,1249723728,835361834.1,723023762.9,718837355.3,718354137,719253986.7,721973514,726259052.9,706379655.4,690118828.4,676804781.9,665920238.7,657060709.2,524622389.8,392864538.5,261606506.5,127475836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,40,0,246001252.5,492002505.1,738003757.6,837296852.2,1246008415,1173376337,1112135809,1057393067,1008988252,965829525.9,887297658.6,819360834.7,759957408.7,707515222,660816622.4,789787824.2,918640821.4,1047488720,1147448936,1242151066,1170709615,1105312470,1045231294,989849424.5,938641533.1,883556719.7,832098705.6,784032519.6,738865133.9,696456785.7,593956191.4,499428096,412141807.6,331455202.2,256801683.9,157733484.7,69931634.24,0,0,0,0,0,0,0,0
40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47345976.1,90716928.49,130474647.9,166937098.3,200384880.2,241861299.6,280091097.5,318320895.3,356550693.1,394780490.9,433010288.7,471240086.5,509469884.3,547699682.1,585929480
50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,80,2605946884,2084757507,1563568130,1042378754,443483742.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,90,0,599660116.7,1199320233,1798980350,2041020210,3037307916,2321281656,1674299056,1077053486,521638965.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,100,0,0,0,0,0,0,646771253.8,1244012185,1800575725,2325481439,2825202120,2713682046,2620033508,2540876518,2473618532,2416239974,1929218369,1444699081,962017801,468772834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498589765.8,995653214.1,1491750974,1938404413,2362329452,2253492228,2153483965,2061237043,1975847002,1896542952,1820394269,1748847314,1681676653,1618073412,1557950088,1481459869,1409975226,1343029238,1280211663,1221160630,1146833996,1079558628,1012283259,945007890.6,877732522.2,810457153.7,743181785.2,675906416.7,608631048.2,541355679.7
150,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,250,76818865375,79711187926,82603510478,85495833029,75210109373,92468020153,90087033818,88320987450,86847896928,85697862942,84819973642,80792778760,77377514771,74457477051,71943304281,69765502988,55703444740,41713637343,27776899844,13535150853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14923241408,29800798759,44649452169,58018192482,70706651287,67989158342,65482651499,63161520754,61004055872,58991742903,57387889098,55867858954,54430064814,53053421488,51739447283,50126048082,48601069409,47156087161,45783701652,44477388153,42902391904,41451468556,40000545208,38549621860,37098698512,35647775163,34196851815,32745928467,31295005119,29844081771
300,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,550,74644569523,59715655618,44786741714,29857827809,12703118876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,600,0,21980631137,43961262273,65941893410,74813900618,1.11333E+11,87872179358,66728891843,47233549659,29135199674,12166440939,11681909067,11274814470,10930505539,10637745074,10387780104,10593105995,10802151545,11014645972,10953727060,10893211973,10544557319,10221502446,9920924229,9640172856,9376987018,9177949729,8987900866,8806984582,8632147161,8463939886,6480879645,4656616653,2976636241,1428182672,0,0,0,0,0,0,0,0,0,0,0
600,650,0,0,0,0,0,0,28039950037,53932575553,78061684214,1.00818E+11,1.22483E+11,1.20034E+11,1.18095E+11,1.16572E+11,1.15395E+11,1.14506E+11,91426296100,68464766892,45590341526,22215299529,0,0,0,0,0,0,0,0,0,0,0,1765256037,3382306563,4864640649,6224113322,7471186545,9017600956,10442967733,11868334511,13293701288,14719068066,16144434843,17569801621,18995168398,20420535176,21845901953
650,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28233045405,56379661862,84471595411,1.09764E+11,1.33769E+11,1.32912E+11,1.32031E+11,1.31129E+11,1.30207E+11,1.29266E+11,99314360078,71597253985,45923233078,22105231325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30662224124,58946320797,85069780284,1.09196E+11,1.31495E+11,1.00686E+11,72344731116,46244723270,22188103316,0,0,0,0,0,0,0,0,0,0,0
750,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31082666243,59555726655,85656697116,1.09594E+11,1.31553E+11,1.58782E+11,1.8388E+11,2.08978E+11,2.34076E+11,2.59174E+11,2.84272E+11,3.09369E+11,3.34467E+11,3.59565E+11,3.84663E+11
800,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1050,10107745116,8086196093,6064647070,4043098046,1720150422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1150,0,2513362417,5026724834,7540087250,8554551728,12730303968,12514468345,12374718994,12268260061,12200796934,12166440939,11681909067,11274814470,10930505539,10637745074,10387780104,10593105995,10802151545,11014645972,10953727060,10893211973,10544557319,10221502446,9920924229,9640172856,9376987018,7204312932,5193700310,3331294102,1603524443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973636798,3794200556,5475690481,7028622718,8463939886,8246135682,8038923215,7841276890,7652295994,7471186545,7257999826,7059630338,6861260849,6662891361,6464521872,6266152384,6067782895,5869413407,5671043918,5472674430
1200,1250,72055825344,57644660275,43233495207,28822330138,12262562714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1400,0,6037874703,12075749406,18113624109,20550681878,30582131641,23372586239,16858229573,10844666532,5252293138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1500,0,0,0,0,0,0,3398459017,6536660995,9461123656,12219240297,14845022201,11153687699,7900970431,4999471204,2382857895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1550,0,0,0,0,0,0,0,0,0,0,0,3184355191,6015229375,8564033266,10884817453,13019131408,10394972241,7784296003,5183523284,2525831536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1600,16209851972,14323352399,12436852825,10550353251,7372134630,6865526219,6008453509,5249135837,4554354928,3916858680,3326058765,3211135193,3115434630,3035344914,2968091700,2911510936,4924561257,6932667818,8937953544,10672682548,12318382492,12075875524,11847348612,11631052828,11425498106,11229408424,11141943641,11053539910,10965440157,10874791406,10783090451,10664037911,10545177915,10426414488,10307664102,10188854174,10069966549,9951136085,9832305621,9713475157,9594644693,9475814229,9356983765,9238153301,9119322837,9000492373
