Policy:,waste - methane capture,Unit: g CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Bound,Upper Bound,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
-70,-60,18828033941,20398240573,21968447205,23538653837,17396063417,21809538639,18180973030,16556799337,15117085786,13848441398,12724303584,10579088303,8680044272,6989645641,5477208507,4117491355,3117017490,2217463727,1405339580,669354075.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-60,-50,0,8375505587,16751011173,25126516760,23211061531,34233939293,29695371400,28144399071,26750067448,25515916875,24418873552,22416189188,20635842631,19044935898,17616381107,16327762394,15747956498,15219705809,14736659298,14293433757,13885443037,12696030492,11608028478,10609844508,9691525682,8844486160,7963600243,7150730641,6399682435,5702689256,5055424964,4876971867,4709450619,4551914297,4403519937,4263513821,4089721135,3931508340,3773295545,3615082750,3456869955,3298657160,3140444365,2982231570,2824018775,2665805980
-50,-40,0,0,0,0,0,0,1464381897,2727980120,3823383721,4781674477,5626418094,7176672576,8540191636,9746616596,10819962096,11779826653,12244300433,12655114895,13019973851,13345258624,13636289979,13271976743,12934531280,12621106521,12329235924,12056773166,11680816722,11330377514,11004256259,10697423053,10409517955,9555232383,8759592921,8017367216,7323908062,6675073808,5845940117,5099985277,4354030437,3608075596,2862120756,2116165916,1370211076,624256235.8,0,0
-40,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700972521.9,1338521784,1920093433,2452060715,2939905304,3461894939,3940111083,4379651715,4783424650,5155461729,5592313394,5994378697,6364864563,6706612231,7022144922,7443975757,7816741424,8189507091,8562272758,8935038424,9307804091,9680569758,10053335425,10426101092,10798866759
-30,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63303533.02,121908215,176240878.7,226680104.4,273562630.4,329926097.6,382455106,434984114.4,487513122.9,540042131.3,592571139.7,645100148.2,697629156.6,750158165,802687173.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57950362.48,111599225.4,161337327,207511233.4,250429207.4,302026380.5,350113350.2,398200320,446287289.8,494374259.6,542461229.4,590548199.1,638635168.9,686722138.7,734809108.5
0.1,10,1485084003,1333063339,1181042675,1029022011,607609057.4,592655438.4,662052267.4,762881983.8,849428260,924893038.2,991258058.5,977638199.4,965038360.7,953375276.8,942567208.6,932537291.8,2358899708,3637999604,4789786076,5830922666,6775414345,6532687396,6308893773,6101963366,5910109547,5731783287,8301798168,10660001451,12829967963,14827825038,16671854297,15885535563,15149951208,14460644666,13813652994,13205438322,12440809429,11748322740,11055836051,10363349362,9670862672,8978375983,8285889294,7593402605,6900915916,6208429226
10,20,40469413141,43021588471,45573763802,48125939132,35111099291,43514567341,38859398733,37849033979,36909848893,36069983761,35318033208,34502572246,33762512713,33088778512,32473491218,31909847627,28908587518,26200347995,23746717952,21515453986,19479331636,18518371357,17635651232,16822424864,16071163408,15375355780,11921011536,8741576205,5809388820,3097992793,586958105.6,580039311.7,573365386.9,566919440.3,560686131.8,554651362.1,547832702.7,541374439.7,534916176.8,528457913.8,521999650.8,515541387.9,509083124.9,502624861.9,496166599,489708336
20,30,0,73407030.98,146814062,220221092.9,203433105.6,300043002.3,285221457,293162811.8,299610590.6,305125532.9,309907026.4,390694703.4,461741167.8,524593946.3,580506576.5,630501916.4,477301670.3,339555085.6,215196395.6,102496639.6,0,0,0,0,0,0,0,0,0,0,0,518958471.3,999396050.4,1444811887,1858309558,2242649624,2704713862,3135343443,3565973024,3996602605,4427232186,4857861767,5288491349,5719120930,6149750511,6580380092
30,40,342327891.2,273862313,205396734.7,136931156.5,47434711.05,0,77667863.68,144686566,202784564.7,253610374.6,298413873,1613825350,2773458161,3801701491,4718376249,5539702096,5239852495,4968108823,4720880980,4495143310,4288331661,4080935776,3890388132,3714807386,3552573881,3402286727,3251197976,3110975932,2980886908,2859208365,2745536652,2112813999,1525799811,980367071.7,472853641.6,0,0,0,0,0,0,0,0,0,0,0
40,50,7168013958,7656894674,8145775390,8634656107,6321020635,7857935622,6957151671,6722799339,6508208899,6317185372,6146701256,4611355805,3253961952,2047158296,968616532.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,70,342327891.2,343167703.9,344007516.6,344847329.3,239500930.4,283278008.9,193132303.1,134918976.1,84042159.68,39414914.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363270942.7,699577260,1011368357,1300816736,1569854792,1893299770,2194740487,2496181205,2797621922,3099062640,3400503357,3701944075,4003384792,4304825510,4606266227
70,80,0,0,0,0,0,0,0,0,0,0,0,972965245.8,1830837914,2591620286,3269945802,3877791379,3667896656,3477676082,3304616589,3146600217,3001832061,2856654946,2723271599,2600365082,2486801632,2381600627,2275838547,2177683158,2086620879,2001445934,1921875768,1478969885,1068059929,686256989.9,330997568.2,0,0,0,0,0,0,0,0,0,0,0
80,90,0,0,0,0,0,0,1119856767,2086168234,2923856229,3656689918,4302690703,3227948931,2277773274,1433010749,678031544.7,0,0,0,0,0,0,0,0,0,0,0,171666310.8,329346825.2,474549459.7,608430746.5,732143107.3,1873387333,2929584912,3908467963,4816894054,5660962270,6765589842,7749975529,8734361215,9718746902,10703132588,11687518275,12671903961,13656289648,14640675334,15625061021
90,100,21993345119,23637039344,25280733569,26924427795,19792728665,24697481784,20388755878,18377214682,16597493661,15030190440,13642011763,13308031643,13005423578,12730330297,12479422923,12249839772,11678134597,11159178287,10686303415,10253881590,9857135702,9445487394,9066678826,8717076734,8393549799,8093386804,7610224784,7162994660,6748864104,6362901807,6003316803,4619822420,3336272941,2143644343,1033929090,0,0,0,0,0,0,0,0,0,0,0
100,150,29760072241,29299050010,28838027779,28377005547,19340910221,22443814558,19465743656,18446697985,17530642489,16719843463,15999132174,14847987338,13823471875,12907010165,12083275871,11339564143,10821937523,10351946641,9923580899,9531764985,9172190121,8797092395,8451833496,8133117028,7838101509,7564326257,7278847067,7013418720,6766853044,6535660113,6319281081,6096214690,5886813112,5689892694,5504399728,5329392070,5112151193,4914385183,4716619173,4518853163,4321087152,4123321142,3925555132,3727789122,3530023112,3332257101
150,200,0,0,0,0,0,0,0,0,0,0,0,416985109.3,784644827.6,1110694419,1401405357,1661910607,1571955715,1490432604,1416264242,1348542932,1286499430,1224280668,1167116378,1114442157,1065772108,1020685964,975359351.1,933292749.7,894266053.1,857762500.1,823660995.7,789531738.9,757558754.2,727553681.7,699348952.1,672794877.8,639586431.2,609446887.7,579307344.2,549167800.7,519028257.2,488888713.8,458749170.3,428609626.8,398470083.3,368330539.8
200,250,2150404187,2275046315,2399688442,2524330570,1835276320,2267367875,2025776847,1973968657,1925757831,1882631252,1844010260,1383406653,976188523.6,614147449.8,290584941.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11481834955,22028235314,31740057497,40694655700,48969109214,46940023225,45039134031,43255243078,41578387867,39999669033,38025327948,36233442293,34441556637,32649670982,30857785327,29065899672,27274014016,25482128361,23690242706,21898357051
950,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18659826936,35399214810,50477856022,64112729553,76486241760,72787149686,69388561127,66256920681,63363340264,60682833755,46506195905,33458810078,21426733877,10301890103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1050,0,0,0,0,0,0,0,0,0,0,0,24791011500,46649481035,66034104090,83317738567,98805554568,74797641376,53211461648,33723290370,16062183243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1100,0,0,0,0,0,0,28533785718,53155259784,74499426689,93171921307,1.09632E+11,82247664026,58037328011,36512903123,17276144039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1200,0,32979939107,65959878214,98939817322,91397395416,1.34802E+11,91904706242,64203080832,39992636523,18756138211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1300,1.27848E+11,1.02278E+11,76708776119,51139184079,17715270082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1600,0.009187086,0.009187086,0.009187086,0.009187086,0.006365049,0.007510236,0.006400379,0.005961596,0.005570292,0.00522482,0.004918281,0.004612218,0.004339427,0.004095082,0.003875191,0.003676436,0.003478913,0.003299891,0.003137008,0.002988272,0.002851998,0.002718197,0.002595227,0.002481881,0.00237712,0.002280044,0.002184229,0.002095254,0.002012674,0.001935371,0.001863113,0.001792186,0.001725672,0.001663185,0.001604385,0.001548966,0.001479922,0.001417162,0.001354401,0.00129164,0.00122888,0.001166119,0.001103359,0.001040598,0.000977837,0.000915077
