Policy:,F-gas destruction,Unit: g CO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Bound,Upper Bound,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
-40,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,10,1.79704E+12,2.15964E+12,2.52225E+12,2.88486E+12,2.7633E+12,3.65705E+12,3.63075E+12,3.62358E+12,3.62373E+12,3.63333E+12,3.65105E+12,3.63414E+12,3.6262E+12,3.62573E+12,3.63152E+12,3.64264E+12,3.8581E+12,4.07443E+12,4.29169E+12,4.39885E+12,4.4996E+12,4.52282E+12,4.54011E+12,4.55215E+12,4.55952E+12,4.56268E+12,4.63506E+12,4.69869E+12,4.75483E+12,4.80291E+12,4.84414E+12,4.90043E+12,4.9476E+12,4.98643E+12,5.01763E+12,5.04181E+12,5.09422E+12,5.13362E+12,5.17301E+12,5.2124E+12,5.2518E+12,5.29119E+12,5.33059E+12,5.36998E+12,5.40938E+12,5.44877E+12
10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46389492.36,88884264.47,127838798.2,163564633.9,196336703.5,236975216,274432695.2,311890174.3,349347653.5,386805132.7,424262611.8,461720091,499177570.2,536635049.3,574092528.5
20,30,49564047334,49496771955,49429496576,49362221197,41945419520,49868113262,48387067594,47252744449,46288801210,45508724270,44883085490,42851032633,41131801579,39665856609,38407591374,37321524218,34991989421,32685208357,30396759264,27430155311,24604823310,24044684772,23519941971,23026211691,22559765717,22117415825,21686799034,21274369946,20880744148,20498925873,20130430835,15413968105,11075184927,7079559965,3396755280,0,0,0,0,0,0,0,0,0,0,0
30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2792861214,5577172728,8356074916,10858013689,13232638845,12336645969,11518351498,10768411437,10078917167,9443133350,8837873447,8273062647,7745974701,7251377352,6787581300,10351825810,13610656738,16591822223,19319709552,21815841016,25248850969,28249597120,31250343271,34251089422,37251835573,40252581724,43253327876,46254074027,49254820178,52255566329
40,50,2.28764E+11,1.83011E+11,1.37258E+11,91505502453,38931340984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,60,0,69005653689,1.38011E+11,2.07017E+11,2.3487E+11,3.49517E+11,3.66514E+11,3.83844E+11,4.00647E+11,4.17398E+11,4.34166E+11,4.25484E+11,4.1861E+11,4.13214E+11,4.09041E+11,4.05891E+11,3.24079E+11,2.42687E+11,1.61604E+11,78746602713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00078E+11,1.99849E+11,2.99427E+11,3.8908E+11,4.7417E+11,4.71132E+11,4.6801E+11,4.64813E+11,4.61544E+11,4.58208E+11,4.60728E+11,4.62738E+11,4.64331E+11,4.65424E+11,4.6611E+11,4.67082E+11,4.67548E+11,4.67551E+11,4.67129E+11,4.66315E+11,4.67073E+11,4.67107E+11,4.6714E+11,4.67174E+11,4.67207E+11,4.67241E+11,4.67274E+11,4.67308E+11,4.67341E+11,4.67375E+11
70,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,200,67060404828,53648323862,40236242897,26824161931,11412434955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,250,0,20186440803,40372881606,60559322409,68707143424,1.02245E+11,1.0716E+11,1.12177E+11,1.17043E+11,1.21897E+11,1.26758E+11,1.24169E+11,1.22114E+11,1.20495E+11,1.19237E+11,1.18281E+11,1.23552E+11,1.28856E+11,1.34195E+11,1.36128E+11,1.37933E+11,1.04716E+11,74663785400,47398734730,22601398357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32278976180,61374142262,87664689297,1.11471E+11,1.33066E+11,1.33747E+11,1.34284E+11,1.34704E+11,1.34982E+11,1.35145E+11,1.35378E+11,1.35469E+11,1.35429E+11,1.35269E+11,1.34999E+11,1.35172E+11,1.35141E+11,1.3511E+11,1.35079E+11,1.35048E+11,1.35017E+11,1.34985E+11,1.34954E+11,1.34923E+11,1.34892E+11
300,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,650,5131684865,4105347892,3079010919,2052673946,873317420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,750,0,1545949268,3091898535,4637847803,5261836849,7830308899,5984362770,4316414127,2776689664,1344807425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,800,0,0,0,0,0,0,2224000022,4277684127,6191494177,7996445020,9714794125,9517952625,9361847178,9239040634,9143786108,9071574241,7243091682,5424003867,3611816705,1759969047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234252094,4461664542,6684749599,8686267582,10585936353,8036616787,5730205698,3637700639,1734584725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478891821,4713280200,6732285439,8560513464,10218890400,7851144949,5660011488,3630391004,1747495278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421556967,4655300712,6718407584,8623780387,10384845185,10404184453,10412459349,10410601357,10399429907,10379669235,10394331443,10393131404,10391931365,10390731325,10389531286,10388331246,10387131207,10385931168,10384731128,10383531089
950,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1200,48609086272,38887269017,29165451763,19443634509,8272363352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1350,0,4073169276,8146338553,12219507829,13863554670,20630802250,15767220233,11372614725,7315846171,3543213480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1400,0,0,0,0,0,0,2292611144,4409652071,6382503782,8243137944,10014498677,7524312810,5330019508,3372659002,1607483432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1500,0,0,0,0,0,0,0,0,0,0,0,2148176082,4057892758,5777323923,7342932275,8782747218,7012481146,5251310700,3496821199,1703933942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433819400,2863249494,4289902507,5574366029,6793468361,5157456086,3677329035,2334475040,1113160523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1600,12033827839,12748231800,13462635762,14177039723,12671235200,15808876818,16441606603,17099841539,17742765954,18390026556,19043325297,18699750241,18431334136,18224446572,18068539948,17955326532,18768434835,19586569907,20409778915,20714952603,20999937014,22408203086,23660621634,24775611026,25768713402,26653131596,26755030811,26830697116,26885275909,26913644716,26921072180,26935238840,26923742573,26888723255,26832063590,26755427873,26758768058,26725260441,26691752824,26658245207,26624737590,26591229973,26557722355,26524214738,26490707121,26457199504
